Year,City,Sport,Athlete,Country,Gender,Event,Medal,,
1924,Chamonix,Skating,"Be_CKL,Willy",AUT,Men,Individual,Silver,,
1924,Chamonix,Skating,"SZABO-PLANK,Herma",AUT,Women,Individual,Gold,,
1924,Chamonix,Skating,"BERGER,Alfred",AUT,Men,Pairs,Gold,,"OlympicSportsandMedals,1896-2014"
1924,Chamonix,Skating,"ENGELMANN,Helene",AUT,Women,Pairs,Gold,,
1924,Chamonix,Bobsleigh,"MORTIAUX,Rene",BEL,Men,Four-Man,Bronze,,DatawasprovidedbytheIOCResearchandReferenceServiceandpublishedbyTheGuardian'sDatablog.
1924,Chamonix,Bobsleigh,"MULDER,Charles",BEL,Men,Four-Man,Bronze,,
1924,Chamonix,Bobsleigh,"VANDENBROECK,Paul",BEL,Men,Four-Man,Bronze,,
1924,Chamonix,Bobsleigh,"VERSCHUEREN,Victor",BEL,Men,Four-Man,Bronze,,
1924,Chamonix,Bobsleigh,"WILLIEMS,Henri",BEL,Men,Four-Man,Bronze,,
1924,Chamonix,IceHockey,"CAMERON,Jack",CAN,Men,IceHockey,Gold,,
1924,Chamonix,IceHockey,"COLLETT,ErnestJ.",CAN,Men,IceHockey,Gold,,
1924,Chamonix,IceHockey,"MACCAFFERY,Albert",CAN,Men,IceHockey,Gold,,
1924,Chamonix,IceHockey,"MACMUNN,Harold",CAN,Men,IceHockey,Gold,,
1924,Chamonix,IceHockey,"MUNRO,Duncan",CAN,Men,IceHockey,Gold,,
1924,Chamonix,IceHockey,"RAMSAY,W.-Beattie",CAN,Men,IceHockey,Gold,,
1924,Chamonix,IceHockey,"SLATER,Cyril",CAN,Men,IceHockey,Gold,,
1924,Chamonix,IceHockey,"SMITH,Reginald",CAN,Men,IceHockey,Gold,,
1924,Chamonix,IceHockey,"WATSON,Harry",CAN,Men,IceHockey,Gold,,
1924,Chamonix,Biathlon,"BREMER,V.E.",FIN,Men,MilitaryPatrol,Silver,,
1924,Chamonix,Biathlon,"ESKELINEN,A.",FIN,Men,MilitaryPatrol,Silver,,
1924,Chamonix,Biathlon,"HIRVONEN,H.",FIN,Men,MilitaryPatrol,Silver,,
1924,Chamonix,Biathlon,"LAPPALAINEN,Martti",FIN,Men,MilitaryPatrol,Silver,,
1924,Chamonix,Skating,"JAKOBSSON,Ludowika",FIN,Women,Pairs,Silver,,
1924,Chamonix,Skating,"JAKOBSSON,Walter",FIN,Men,Pairs,Silver,,
1924,Chamonix,Skating,"SKUTNABB,Julius",FIN,Men,10000M,Gold,,
1924,Chamonix,Skating,"THUNBERG,Clas",FIN,Men,10000M,Silver,,
1924,Chamonix,Skating,"THUNBERG,Clas",FIN,Men,1500M,Gold,,
1924,Chamonix,Skating,"THUNBERG,Clas",FIN,Men,5000M,Gold,,
1924,Chamonix,Skating,"SKUTNABB,Julius",FIN,Men,5000M,Silver,,
1924,Chamonix,Skating,"THUNBERG,Clas",FIN,Men,500M,Bronze,,
1924,Chamonix,Skating,"SKUTNABB,Julius",FIN,Men,Combined(4Events),Bronze,,
1924,Chamonix,Skating,"THUNBERG,Clas",FIN,Men,Combined(4Events),Gold,,
1924,Chamonix,Skiing,"NIKU,Tapani",FIN,Men,18KM,Bronze,,
1924,Chamonix,Biathlon,"BERTHET,G.",FRA,Men,MilitaryPatrol,Bronze,,
1924,Chamonix,Biathlon,"MANDRILLON,C.",FRA,Men,MilitaryPatrol,Bronze,,
1924,Chamonix,Biathlon,"MANDRILLON,Maurice",FRA,Men,MilitaryPatrol,Bronze,,
1924,Chamonix,Biathlon,"VANDELLE,Andre",FRA,Men,MilitaryPatrol,Bronze,,
1924,Chamonix,Curling,"ALDEERT,H.",FRA,Men,Curling,Bronze,,
1924,Chamonix,Curling,"ANDRE,Georges",FRA,Men,Curling,Bronze,,
1924,Chamonix,Curling,BENEDIC,FRA,Men,Curling,Bronze,,
1924,Chamonix,Curling,"CANIVET,P.",FRA,Men,Curling,Bronze,,
1924,Chamonix,Curling,"COURNOLLET,F.",FRA,Men,Curling,Bronze,,
1924,Chamonix,Curling,"PLANQUE,R.",FRA,Men,Curling,Bronze,,
1924,Chamonix,Skating,"BRUNET,Andree",FRA,Women,Pairs,Bronze,,
1924,Chamonix,Skating,"BRUNET,Pierre",FRA,Men,Pairs,Bronze,,
1924,Chamonix,Bobsleigh,"ARNOLD,Thomas",GBR,Men,Four-Man,Silver,,
1924,Chamonix,Bobsleigh,"BROOME,Ralpf",GBR,Men,Four-Man,Silver,,
1924,Chamonix,Bobsleigh,"RICHARDSON,Alexander",GBR,Men,Four-Man,Silver,,
1924,Chamonix,Bobsleigh,"SOHER,Rodney",GBR,Men,Four-Man,Silver,,
1924,Chamonix,Curling,"AIKMAN,T.",GBR,Men,Curling,Gold,,
1924,Chamonix,Curling,"ASTLEY,D.-G.",GBR,Men,Curling,Gold,,
1924,Chamonix,Curling,"BROWN,V.",GBR,Men,Curling,Gold,,
1924,Chamonix,Curling,"COUSIN,R.",GBR,Men,Curling,Gold,,
1924,Chamonix,Curling,"JACKSON,V.-K.",GBR,Men,Curling,Gold,,
1924,Chamonix,Curling,"MCLEOD,J.",GBR,Men,Curling,Gold,,
1924,Chamonix,Curling,"MURRAY,T.-B.",GBR,Men,Curling,Gold,,
1924,Chamonix,Curling,"WELSH,R.",GBR,Men,Curling,Gold,,
1924,Chamonix,IceHockey,"ANDERSON,William",GBR,Men,IceHockey,Bronze,,
1924,Chamonix,IceHockey,"BOULDEN,C.-B.",GBR,Men,IceHockey,Bronze,,
1924,Chamonix,IceHockey,"CARR-HARRIS,LouisHowland",GBR,Men,IceHockey,Bronze,,
1924,Chamonix,IceHockey,"CARRUTHERS,ColinGordon",GBR,Men,IceHockey,Bronze,,
1924,Chamonix,IceHockey,"CARRUTHERS,EricDudley",GBR,Men,IceHockey,Bronze,,
1924,Chamonix,IceHockey,"CLARKSON,GuyE.",GBR,Men,IceHockey,Bronze,,
1924,Chamonix,IceHockey,"CUTHBERT,RossGeorge",GBR,Men,IceHockey,Bronze,,
1924,Chamonix,IceHockey,"HOLMES,George",GBR,Men,IceHockey,Bronze,,
1924,Chamonix,IceHockey,"JUKES,Hamilton",GBR,Men,IceHockey,Bronze,,
1924,Chamonix,IceHockey,"PATTON,B.-N.",GBR,Men,IceHockey,Bronze,,
1924,Chamonix,IceHockey,"PITBLADO,Edward",GBR,Men,IceHockey,Bronze,,
1924,Chamonix,IceHockey,"SEXTON,BlaneNathaniel",GBR,Men,IceHockey,Bronze,,
1924,Chamonix,Skating,"MUCKELT,Ethel",GBR,Women,Individual,Bronze,,
1924,Chamonix,Skating,"LARSEN,Roald",NOR,Men,10000M,Bronze,,
1924,Chamonix,Skating,"MOEN,Sigurd",NOR,Men,1500M,Bronze,,
1924,Chamonix,Skating,"LARSEN,Roald",NOR,Men,1500M,Silver,,
1924,Chamonix,Skating,"LARSEN,Roald",NOR,Men,5000M,Bronze,,
1924,Chamonix,Skating,"LARSEN,Roald",NOR,Men,500M,Bronze,,
1924,Chamonix,Skating,"OLSEN,Oskar",NOR,Men,500M,Silver,,
1924,Chamonix,Skating,"LARSEN,Roald",NOR,Men,Combined(4Events),Silver,,
1924,Chamonix,Skiing,"HAUG,Thorleif",NOR,Men,18KM,Gold,,
1924,Chamonix,Skiing,"GROTTUMSBRAATEN,Johan",NOR,Men,18KM,Silver,,
1924,Chamonix,Skiing,"GROTTUMSBRAATEN,Johan",NOR,Men,50KM,Bronze,,
1924,Chamonix,Skiing,"HAUG,Thorleif",NOR,Men,50KM,Gold,,
1924,Chamonix,Skiing,"STRe_MSTAD,Thoralf",NOR,Men,50KM,Silver,,
1924,Chamonix,Skiing,"GROTTUMSBRAATEN,Johan",NOR,Men,Individual,Bronze,,
1924,Chamonix,Skiing,"HAUG,Thorleif",NOR,Men,Individual,Gold,,
1924,Chamonix,Skiing,"STRe_MSTAD,Thoralf",NOR,Men,Individual,Silver,,
1924,Chamonix,Skiing,"THAMS,JacobTullin",NOR,Men,K90Individual(70M),Gold,,
1924,Chamonix,Skiing,"BONNA,Narve",NOR,Men,K90Individual(70M),Silver,,
1924,Chamonix,Biathlon,"AUFDENBLATTEN,Adolf",SUI,Men,MilitaryPatrol,Gold,,
1924,Chamonix,Biathlon,"JULEN,Alphonse",SUI,Men,MilitaryPatrol,Gold,,
1924,Chamonix,Biathlon,"JULEN,Ant.",SUI,Men,MilitaryPatrol,Gold,,
1924,Chamonix,Biathlon,"VAUCHER,D.",SUI,Men,MilitaryPatrol,Gold,,
1924,Chamonix,Bobsleigh,"NEVEU,Alfred",SUI,Men,Four-Man,Gold,,
1924,Chamonix,Bobsleigh,"SCHERRER,Eduard",SUI,Men,Four-Man,Gold,,
1924,Chamonix,Bobsleigh,"SCHLePPI,Alfred",SUI,Men,Four-Man,Gold,,
1924,Chamonix,Bobsleigh,"SCHLePPI,Heinrich",SUI,Men,Four-Man,Gold,,
1924,Chamonix,Skating,"GAUTSCHI,Georges",SUI,Men,Individual,Bronze,,
1924,Chamonix,Curling,"AHLEN,J.P.",SWE,Men,Curling,Silver,,
1924,Chamonix,Curling,"KRONLUND,CarlAugustusVerner",SWE,Men,Curling,Silver,,
1924,Chamonix,Curling,"ODLUND,T.-M.",SWE,Men,Curling,Silver,,
1924,Chamonix,Curling,"PETERSEN,C.-W.",SWE,Men,Curling,Silver,,
1924,Chamonix,Curling,"PETTERSSON,C.-A.-F.",SWE,Men,Curling,Silver,,
1924,Chamonix,Curling,"SEVERIN,E.-O.",SWE,Men,Curling,Silver,,
1924,Chamonix,Curling,"WAHLBERG,K.-E.",SWE,Men,Curling,Silver,,
1924,Chamonix,Curling,"WETTERSTROM,V.-E.",SWE,Men,Curling,Silver,,
1924,Chamonix,Skating,"GRAFSTRe_M,Gillis",SWE,Men,Individual,Gold,,
1924,Chamonix,IceHockey,"ABEL,ClarenceJohn",USA,Men,IceHockey,Silver,,
1924,Chamonix,IceHockey,"DRURY,HerbertL.",USA,Men,IceHockey,Silver,,
1924,Chamonix,IceHockey,"GERAN,N.",USA,Men,IceHockey,Silver,,
1924,Chamonix,IceHockey,"LACROIX,Alphonse",USA,Men,IceHockey,Silver,,
1924,Chamonix,IceHockey,"LANGLEY,JohnArthur",USA,Men,IceHockey,Silver,,
1924,Chamonix,IceHockey,"LYONS,JohnSharkey",USA,Men,IceHockey,Silver,,
1924,Chamonix,IceHockey,"MACCARTHY,Justin",USA,Men,IceHockey,Silver,,
1924,Chamonix,IceHockey,"RICE,Willard",USA,Men,IceHockey,Silver,,
1924,Chamonix,IceHockey,"SMALL,IrvingWheeler",USA,Men,IceHockey,Silver,,
1924,Chamonix,IceHockey,"SYNNOTT,FrancisAllen",USA,Men,IceHockey,Silver,,
1924,Chamonix,Skating,"LOUGHRAN,Beatrix",USA,Women,Individual,Silver,,
1924,Chamonix,Skating,"JEWTRAW,Charles",USA,Men,500M,Gold,,
1924,Chamonix,Skiing,"HAUGEN,Anders",USA,Men,K90Individual(70M),Bronze,,
1928,St.Moritz,Skating,"Be_CKL,Willy",AUT,Men,Individual,Silver,,
1928,St.Moritz,Skating,"BURGER,Fritzi",AUT,Women,Individual,Silver,,
1928,St.Moritz,Skating,"BRUNNER,Melitta",AUT,Women,Pairs,Bronze,,
1928,St.Moritz,Skating,"WREDE,Ludwig",AUT,Men,Pairs,Bronze,,
1928,St.Moritz,Skating,"KAISER,Otto",AUT,Men,Pairs,Silver,,
1928,St.Moritz,Skating,"SCHOLZ,Lilly",AUT,Women,Pairs,Silver,,
1928,St.Moritz,Skating,"VANZEEBROECK,Robert",BEL,Men,Individual,Bronze,,
1928,St.Moritz,IceHockey,"DELAHAY,Charles",CAN,Men,IceHockey,Gold,,
1928,St.Moritz,IceHockey,"FISHER,FranlynWood",CAN,Men,IceHockey,Gold,,
1928,St.Moritz,IceHockey,"HUDSON,HenryLouis",CAN,Men,IceHockey,Gold,,
1928,St.Moritz,IceHockey,"MUELLER,NorbertEdward",CAN,Men,IceHockey,Gold,,
1928,St.Moritz,IceHockey,"PLAXTON,HerbertAlfred",CAN,Men,IceHockey,Gold,,
1928,St.Moritz,IceHockey,"PLAXTON,HughJohn",CAN,Men,IceHockey,Gold,,
1928,St.Moritz,IceHockey,"PLAXTON,RogersHayward",CAN,Men,IceHockey,Gold,,
1928,St.Moritz,IceHockey,"PORTER,JohnChester",CAN,Men,IceHockey,Gold,,
1928,St.Moritz,IceHockey,"SULLIVAN,FrankGerald",CAN,Men,IceHockey,Gold,,
1928,St.Moritz,IceHockey,"SULLIVAN,JosephTaylor",CAN,Men,IceHockey,Gold,,
1928,St.Moritz,IceHockey,"TAYLOR,RossCroft",CAN,Men,IceHockey,Gold,,
1928,St.Moritz,IceHockey,"TROTTIER,David",CAN,Men,IceHockey,Gold,,
1928,St.Moritz,Skating,"THUNBERG,Clas",FIN,Men,1500M,Gold,,
1928,St.Moritz,Skating,"SKUTNABB,Julius",FIN,Men,5000M,Silver,,
1928,St.Moritz,Skating,"FRIMAN,Jaakko",FIN,Men,500M,Bronze,,
1928,St.Moritz,Skating,"THUNBERG,Clas",FIN,Men,500M,Gold,,
1928,St.Moritz,Skating,"BRUNET,Andree",FRA,Women,Pairs,Gold,,
1928,St.Moritz,Skating,"BRUNET,Pierre",FRA,Men,Pairs,Gold,,
1928,St.Moritz,Bobsleigh,"NORTHESK,David,Earlof",GBR,Men,Individual,Bronze,,
1928,St.Moritz,Bobsleigh,"HESS,Hans",GER,Men,Five-Man,Bronze,,
1928,St.Moritz,Bobsleigh,"HUBER,Sebastian",GER,Men,Five-Man,Bronze,,
1928,St.Moritz,Bobsleigh,"KILIAN,Hanns",GER,Men,Five-Man,Bronze,,
1928,St.Moritz,Bobsleigh,"KREMPL,Valentin",GER,Men,Five-Man,Bronze,,
1928,St.Moritz,Bobsleigh,"NeGLE,Hanns",GER,Men,Five-Man,Bronze,,
1928,St.Moritz,Skating,"HENIE,Sonja",NOR,Women,Individual,Gold,,
1928,St.Moritz,Skating,"BALLANGRUD,Ivar",NOR,Men,1500M,Bronze,,
1928,St.Moritz,Skating,"EVENSEN,Bernt",NOR,Men,1500M,Silver,,
1928,St.Moritz,Skating,"EVENSEN,Bernt",NOR,Men,5000M,Bronze,,
1928,St.Moritz,Skating,"BALLANGRUD,Ivar",NOR,Men,5000M,Gold,,
1928,St.Moritz,Skating,"LARSEN,Roald",NOR,Men,500M,Bronze,,
1928,St.Moritz,Skating,"EVENSEN,Bernt",NOR,Men,500M,Gold,,
1928,St.Moritz,Skiing,"e_DEGAARD,Reidar",NOR,Men,18KM,Bronze,,
1928,St.Moritz,Skiing,"GROTTUMSBRAATEN,Johan",NOR,Men,18KM,Gold,,
1928,St.Moritz,Skiing,"HEGGE,Ole",NOR,Men,18KM,Silver,,
1928,St.Moritz,Skiing,"SNERSRUD,John",NOR,Men,Individual,Bronze,,
1928,St.Moritz,Skiing,"GROTTUMSBRAATEN,Johan",NOR,Men,Individual,Gold,,
1928,St.Moritz,Skiing,"VINJARENGEN,Hans",NOR,Men,Individual,Silver,,
1928,St.Moritz,Skiing,"ANDERSEN,Alf",NOR,Men,K90Individual(70M),Gold,,
1928,St.Moritz,Skiing,"RUUD,Sigmund",NOR,Men,K90Individual(70M),Silver,,
1928,St.Moritz,IceHockey,"ANDREOSSI,Giannin",SUI,Men,IceHockey,Bronze,,
1928,St.Moritz,IceHockey,"ANDREOSSI,Mezzi",SUI,Men,IceHockey,Bronze,,
1928,St.Moritz,IceHockey,"BREITER,Robert",SUI,Men,IceHockey,Bronze,,
1928,St.Moritz,IceHockey,"DUFOUR,Louis",SUI,Men,IceHockey,Bronze,,
1928,St.Moritz,IceHockey,"FASEL,Charles",SUI,Men,IceHockey,Bronze,,
1928,St.Moritz,IceHockey,"GEROMINI,Albert",SUI,Men,IceHockey,Bronze,,
1928,St.Moritz,IceHockey,"KRAATZ,Fritz",SUI,Men,IceHockey,Bronze,,
1928,St.Moritz,IceHockey,"MARTIGNONI,Arnold",SUI,Men,IceHockey,Bronze,,
1928,St.Moritz,IceHockey,"MENG,Heini",SUI,Men,IceHockey,Bronze,,
1928,St.Moritz,IceHockey,"MOROSANI,Anton",SUI,Men,IceHockey,Bronze,,
1928,St.Moritz,IceHockey,"ReeEDI,Luzius",SUI,Men,IceHockey,Bronze,,
1928,St.Moritz,IceHockey,"TORRIANI,Richard",SUI,Men,IceHockey,Bronze,,
1928,St.Moritz,IceHockey,"ABRAHAMSSON,Carl",SWE,Men,IceHockey,Silver,,
1928,St.Moritz,IceHockey,"BERGMAN,Emil",SWE,Men,IceHockey,Silver,,
1928,St.Moritz,IceHockey,"HOLMQVIST,Birger",SWE,Men,IceHockey,Silver,,
1928,St.Moritz,IceHockey,"JOHANSSON,Gustaf",SWE,Men,IceHockey,Silver,,
1928,St.Moritz,IceHockey,"JOHANSSON,Henry",SWE,Men,IceHockey,Silver,,
1928,St.Moritz,IceHockey,"JOHANSSON,Nils",SWE,Men,IceHockey,Silver,,
1928,St.Moritz,IceHockey,"KARLBERG,Ernst",SWE,Men,IceHockey,Silver,,
1928,St.Moritz,IceHockey,"LARSSON,Erik",SWE,Men,IceHockey,Silver,,
1928,St.Moritz,IceHockey,"LINDE,Bertil",SWE,Men,IceHockey,Silver,,
1928,St.Moritz,IceHockey,"e_BERG,Sigfrid",SWE,Men,IceHockey,Silver,,
1928,St.Moritz,IceHockey,"PETERSEN,Wilhelm",SWE,Men,IceHockey,Silver,,
1928,St.Moritz,IceHockey,"SUCKSDORFF,Kurt",SWE,Men,IceHockey,Silver,,
1928,St.Moritz,Skating,"GRAFSTRe_M,Gillis",SWE,Men,Individual,Gold,,
1928,St.Moritz,Skiing,"ANDERSSON,Volger",SWE,Men,50KM,Bronze,,
1928,St.Moritz,Skiing,"HEDLUND,PerErik",SWE,Men,50KM,Gold,,
1928,St.Moritz,Skiing,"JONSSON,Gustav",SWE,Men,50KM,Silver,,
1928,St.Moritz,Skiing,"BURKERT,Rudolf",TCH,Men,K90Individual(70M),Bronze,,
1928,St.Moritz,Bobsleigh,"FISKE,William",USA,Men,Five-Man,Gold,,
1928,St.Moritz,Bobsleigh,"GRAY,CliffordBarton",USA,Men,Five-Man,Gold,,
1928,St.Moritz,Bobsleigh,"MASON,GeoffreyTravers",USA,Men,Five-Man,Gold,,
1928,St.Moritz,Bobsleigh,"PARKE,Richard",USA,Men,Five-Man,Gold,,
1928,St.Moritz,Bobsleigh,"TUCKER,Nion",USA,Men,Five-Man,Gold,,
1928,St.Moritz,Bobsleigh,"DOE,Thomas",USA,Men,Five-Man,Silver,,
1928,St.Moritz,Bobsleigh,"GRANGER,David",USA,Men,Five-Man,Silver,,
1928,St.Moritz,Bobsleigh,"HEATON,Jennison",USA,Men,Five-Man,Silver,,
1928,St.Moritz,Bobsleigh,"HINE,Lyman",USA,Men,Five-Man,Silver,,
1928,St.Moritz,Bobsleigh,"O'BRIEN,JayJames",USA,Men,Five-Man,Silver,,
1928,St.Moritz,Bobsleigh,"HEATON,Jennison",USA,Men,Individual,Gold,,
1928,St.Moritz,Bobsleigh,"HEATON,John",USA,Men,Individual,Silver,,
1928,St.Moritz,Skating,"LOUGHRAN,Beatrix",USA,Women,Individual,Bronze,,
1928,St.Moritz,Skating,"FARRELL,JohnO",USA,Men,500M,Bronze,,
1932,LakePlacid,Skating,"SCHeFER,Karl",AUT,Men,Individual,Gold,,
1932,LakePlacid,Skating,"BURGER,Fritzi",AUT,Women,Individual,Silver,,
1932,LakePlacid,IceHockey,"COCKBURN,WilliamGeorge",CAN,Men,IceHockey,Gold,,
1932,LakePlacid,IceHockey,"CROWLEY,Clifford",CAN,Men,IceHockey,Gold,,
1932,LakePlacid,IceHockey,"DUNCANSON,Albert",CAN,Men,IceHockey,Gold,,
1932,LakePlacid,IceHockey,"GARBUTT,George",CAN,Men,IceHockey,Gold,,
1932,LakePlacid,IceHockey,"HINKEL,Roy",CAN,Men,IceHockey,Gold,,
1932,LakePlacid,IceHockey,"LINDQUIST,C.Victor",CAN,Men,IceHockey,Gold,,
1932,LakePlacid,IceHockey,"MALLOY,Norman",CAN,Men,IceHockey,Gold,,
1932,LakePlacid,IceHockey,"MONSON,Walter",CAN,Men,IceHockey,Gold,,
1932,LakePlacid,IceHockey,"MOORE,Kenneth",CAN,Men,IceHockey,Gold,,
1932,LakePlacid,IceHockey,"RIVERS,N.Romeo",CAN,Men,IceHockey,Gold,,
1932,LakePlacid,IceHockey,"SIMPSON,Harold",CAN,Men,IceHockey,Gold,,
1932,LakePlacid,IceHockey,"SUTHERLAND,Hugh",CAN,Men,IceHockey,Gold,,
1932,LakePlacid,IceHockey,"WAGNER,W.Stanley",CAN,Men,IceHockey,Gold,,
1932,LakePlacid,IceHockey,"WISE,J.Alliston",CAN,Men,IceHockey,Gold,,
1932,LakePlacid,Skating,"WILSON,Montgomery",CAN,Men,Individual,Bronze,,
1932,LakePlacid,Skating,"STACK,Frank",CAN,Men,10000M,Bronze,,
1932,LakePlacid,Skating,"LOGAN,WilliamF.",CAN,Men,1500M,Bronze,,
1932,LakePlacid,Skating,"HURD,Alexander",CAN,Men,1500M,Silver,,
1932,LakePlacid,Skating,"LOGAN,WilliamF.",CAN,Men,5000M,Bronze,,
1932,LakePlacid,Skating,"HURD,Alexander",CAN,Men,500M,Bronze,,
1932,LakePlacid,Skiing,"SAARINEN,Veli",FIN,Men,18KM,Bronze,,
1932,LakePlacid,Skiing,"SAARINEN,Veli",FIN,Men,50KM,Gold,,
1932,LakePlacid,Skiing,"LIIKKANEN,Ve_ine_",FIN,Men,50KM,Silver,,
1932,LakePlacid,Skating,"BRUNET,Andree",FRA,Women,Pairs,Gold,,
1932,LakePlacid,Skating,"BRUNET,Pierre",FRA,Men,Pairs,Gold,,
1932,LakePlacid,Bobsleigh,"BREHME,Albert",GER,Men,Four-Man,Bronze,,
1932,LakePlacid,Bobsleigh,"GRAU,Fritz",GER,Men,Four-Man,Bronze,,
1932,LakePlacid,Bobsleigh,"HOPMANN,Helmut",GER,Men,Four-Man,Bronze,,
1932,LakePlacid,Bobsleigh,"HUBER,Sebastian",GER,Men,Four-Man,Bronze,,
1932,LakePlacid,Bobsleigh,"HUTH,Werner",GER,Men,Four-Man,Bronze,,
1932,LakePlacid,Bobsleigh,"KILIAN,Hanns",GER,Men,Four-Man,Bronze,,
1932,LakePlacid,Bobsleigh,"KROTKI,Rudolf",GER,Men,Four-Man,Bronze,,
1932,LakePlacid,Bobsleigh,"LUDWIG,Max",GER,Men,Four-Man,Bronze,,
1932,LakePlacid,Bobsleigh,"MEHLHHORN,Hans",GER,Men,Four-Man,Bronze,,
1932,LakePlacid,Bobsleigh,"ROSSNER,Heinrich",GER,Men,Four-Man,Bronze,,
1932,LakePlacid,Bobsleigh,"ZAHN,Werner",GER,Men,Four-Man,Bronze,,
1932,LakePlacid,IceHockey,"BALL,Rudolf",GER,Men,IceHockey,Bronze,,
1932,LakePlacid,IceHockey,"HEINRICH,Alfred",GER,Men,IceHockey,Bronze,,
1932,LakePlacid,IceHockey,"HERKER,Erich",GER,Men,IceHockey,Bronze,,
1932,LakePlacid,IceHockey,"JeNECKE,Gustav",GER,Men,IceHockey,Bronze,,
1932,LakePlacid,IceHockey,"KORFF,Werner",GER,Men,IceHockey,Bronze,,
1932,LakePlacid,IceHockey,"LEINWEBER,Walter",GER,Men,IceHockey,Bronze,,
1932,LakePlacid,IceHockey,"Re_MER,Erich",GER,Men,IceHockey,Bronze,,
1932,LakePlacid,IceHockey,"SCHRe_TTLE,Martin",GER,Men,IceHockey,Bronze,,
1932,LakePlacid,IceHockey,"SLEVOGT,Marquardt",GER,Men,IceHockey,Bronze,,
1932,LakePlacid,IceHockey,"STROBL,Georg",GER,Men,IceHockey,Bronze,,
1932,LakePlacid,Skating,"ROTTER,Emilia",HUN,Women,Pairs,Bronze,,
1932,LakePlacid,Skating,"SZOLLAS,Laszlo",HUN,Men,Pairs,Bronze,,
1932,LakePlacid,Skating,"HENIE,Sonja",NOR,Women,Individual,Gold,,
1932,LakePlacid,Skating,"BALLANGRUD,Ivar",NOR,Men,10000M,Silver,,
1932,LakePlacid,Skating,"EVENSEN,Bernt",NOR,Men,500M,Silver,,
1932,LakePlacid,Skiing,"RUSTADSTUEN,Arne",NOR,Men,50KM,Bronze,,
1932,LakePlacid,Skiing,"VINJARENGEN,Hans",NOR,Men,Individual,Bronze,,
1932,LakePlacid,Skiing,"GROTTUMSBRAATEN,Johan",NOR,Men,Individual,Gold,,
1932,LakePlacid,Skiing,"STENEN,Ole",NOR,Men,Individual,Silver,,
1932,LakePlacid,Skiing,"WALBERG,Kaare",NOR,Men,K90Individual(70M),Bronze,,
1932,LakePlacid,Skiing,"RUUD,Birger",NOR,Men,K90Individual(70M),Gold,,
1932,LakePlacid,Skiing,"BECK,Hans",NOR,Men,K90Individual(70M),Silver,,
1932,LakePlacid,Bobsleigh,"CAPADRUTT,Reto",SUI,Men,Two-Man,Silver,,
1932,LakePlacid,Bobsleigh,"FONJALLAZ,Gaston",SUI,Men,Two-Man,Silver,,
1932,LakePlacid,Bobsleigh,"FONJALLAZ,Gustave",SUI,Men,Two-Man,Silver,,
1932,LakePlacid,Bobsleigh,"FONJALLAZ,Rene",SUI,Men,Two-Man,Silver,,
1932,LakePlacid,Bobsleigh,"GEIER,Oscar",SUI,Men,Two-Man,Silver,,
1932,LakePlacid,Bobsleigh,"JENNY,Charles",SUI,Men,Two-Man,Silver,,
1932,LakePlacid,Bobsleigh,"KLOETTA,Antoine",SUI,Men,Two-Man,Silver,,
1932,LakePlacid,Bobsleigh,"STAUFFER,William",SUI,Men,Two-Man,Silver,,
1932,LakePlacid,Skating,"GRAFSTRe_M,Gillis",SWE,Men,Individual,Silver,,
1932,LakePlacid,Skiing,"UTTERSTRe_M,Sven",SWE,Men,18KM,Gold,,
1932,LakePlacid,Skiing,"WIKSTRe_M,Axel",SWE,Men,18KM,Silver,,
1932,LakePlacid,Bobsleigh,"EAGAN,Edward",USA,Men,Four-Man,Gold,,
1932,LakePlacid,Bobsleigh,"FISKE,William",USA,Men,Four-Man,Gold,,
1932,LakePlacid,Bobsleigh,"GRAY,CliffordBarton",USA,Men,Four-Man,Gold,,
1932,LakePlacid,Bobsleigh,"O'BRIEN,JayJames",USA,Men,Four-Man,Gold,,
1932,LakePlacid,Bobsleigh,"STEVENS,J.Hubert",USA,Men,Four-Man,Gold,,
1932,LakePlacid,Bobsleigh,"ASHFORTH,Albert",USA,Men,Four-Man,Silver,,
1932,LakePlacid,Bobsleigh,"BRYANT,PrecyD.",USA,Men,Four-Man,Silver,,
1932,LakePlacid,Bobsleigh,"GOODRICH,Hunter",USA,Men,Four-Man,Silver,,
1932,LakePlacid,Bobsleigh,"HACKNEY,Clement",USA,Men,Four-Man,Silver,,
1932,LakePlacid,Bobsleigh,"HOMBURGER,HenryA.",USA,Men,Four-Man,Silver,,
1932,LakePlacid,Bobsleigh,"HORTON,EdmundC",USA,Men,Four-Man,Silver,,
1932,LakePlacid,Bobsleigh,"LIPSON,HowardS",USA,Men,Four-Man,Silver,,
1932,LakePlacid,Bobsleigh,"MARTIN,HarryG",USA,Men,Four-Man,Silver,,
1932,LakePlacid,Bobsleigh,"STEVENS,Curtis",USA,Men,Four-Man,Silver,,
1932,LakePlacid,Bobsleigh,"STEVENS,FrancisPaul",USA,Men,Four-Man,Silver,,
1932,LakePlacid,Bobsleigh,"BRYANT,PrecyD.",USA,Men,Two-Man,Bronze,,
1932,LakePlacid,Bobsleigh,"HEATON,John",USA,Men,Two-Man,Bronze,,
1932,LakePlacid,Bobsleigh,"HOMBURGER,HenryA.",USA,Men,Two-Man,Bronze,,
1932,LakePlacid,Bobsleigh,"MARTIN,HarryG",USA,Men,Two-Man,Bronze,,
